,reading_id,prcp_bool,station,name,latitude,longitude,elevation,date,prcp,tobs
3896,3896,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-10,0.03,71
3897,3897,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-11,0.01,68
3898,3898,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-12,0.0,73
3899,3899,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-13,0.01,70
3900,3900,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-14,0.0,75
3901,3901,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-15,0.43,69
3902,3902,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-16,0.19,65
3903,3903,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-17,0.0,72
3904,3904,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-18,0.0,72
3905,3905,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-19,0.03,71
3906,3906,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-20,0.11,77
3907,3907,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-21,0.0,71
3908,3908,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-22,0.44,70
3909,3909,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-23,0.37,74
3910,3910,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-24,0.76,67
3911,3911,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-25,0.94,70
3912,3912,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-26,0.0,72
3913,3913,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-27,0.0,70
3914,3914,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-28,0.0,68
3915,3915,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-29,0.0,74
3916,3916,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-04-30,0.0,70
3917,3917,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-01,0.04,73
3918,3918,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-02,0.0,73
3919,3919,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-03,0.0,72
3920,3920,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-04,0.0,70
3921,3921,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-05,1.05,72
3922,3922,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-06,0.09,69
3923,3923,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-07,0.0,66
3924,3924,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-08,0.0,69
3925,3925,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-09,0.0,70
3926,3926,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-10,0.1,70
3927,3927,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-11,0.09,74
3928,3928,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-12,0.22,68
3929,3929,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-13,0.95,73
3930,3930,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-14,0.01,73
3931,3931,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-15,0.0,74
3932,3932,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-16,0.0,74
3933,3933,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-17,0.0,74
3934,3934,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-18,0.0,79
3935,3935,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-19,0.02,69
3936,3936,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-20,0.54,68
3937,3937,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-21,0.0,66
3938,3938,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-22,0.0,69
3939,3939,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-23,0.0,73
3940,3940,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-24,0.0,75
3941,3941,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-25,0.12,74
3942,3942,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-26,0.18,75
3943,3943,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-27,0.02,74
3944,3944,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-28,0.06,73
3945,3945,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-29,0.21,71
3946,3946,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-30,0.74,77
3947,3947,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-05-31,0.04,74
3948,3948,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-01,0.05,75
3949,3949,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-02,0.02,75
3950,3950,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-03,0.02,75
3951,3951,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-04,0.0,75
3952,3952,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-05,0.0,74
3953,3953,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-06,0.03,74
3954,3954,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-07,0.0,74
3955,3955,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-08,0.0,75
3956,3956,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-09,0.0,75
3957,3957,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-10,0.02,74
3958,3958,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-11,0.0,75
3959,3959,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-12,0.0,75
3960,3960,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-13,0.02,74
3961,3961,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-14,0.08,72
3962,3962,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-15,0.01,74
3963,3963,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-16,0.0,74
3964,3964,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-17,0.01,74
3965,3965,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-18,0.02,74
3966,3966,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-19,0.0,74
3967,3967,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-20,0.0,72
3968,3968,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-21,0.22,70
3969,3969,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-22,0.27,75
3970,3970,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-23,0.03,74
3971,3971,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-24,0.02,71
3972,3972,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-25,0.05,71
3973,3973,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-26,1.0,70
3974,3974,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-27,0.1,73
3975,3975,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-28,0.02,71
3976,3976,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-29,0.22,71
3977,3977,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-06-30,0.01,77
3978,3978,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-02,0.02,75
3979,3979,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-03,0.18,72
3980,3980,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-04,0.01,75
3981,3981,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-05,0.0,69
3982,3982,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-06,0.0,72
3983,3983,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-07,0.0,78
3984,3984,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-08,0.03,75
3985,3985,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-09,0.0,76
3986,3986,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-10,0.15,75
3987,3987,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-11,0.05,74
3988,3988,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-12,0.06,74
3989,3989,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-13,0.01,75
3990,3990,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-14,0.0,77
3991,3991,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-15,0.0,73
3992,3992,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-16,0.0,75
3993,3993,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-17,0.0,77
3994,3994,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-18,0.03,75
3995,3995,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-19,0.05,74
3996,3996,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-20,0.05,75
3997,3997,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-21,0.01,79
3998,3998,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-22,0.3,74
3999,3999,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-23,0.83,73
4000,4000,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-24,0.0,76
4001,4001,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-25,0.0,75
4002,4002,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-26,0.0,75
4003,4003,False,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-28,-10.0,77
4004,4004,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-29,0.16,75
4005,4005,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-30,0.08,78
4006,4006,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-07-31,0.08,76
4007,4007,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-01,0.06,75
4008,4008,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-02,0.0,76
4009,4009,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-03,0.04,77
4010,4010,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-04,0.03,78
4011,4011,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-05,0.02,76
4012,4012,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-06,0.0,76
4013,4013,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-07,0.0,81
4014,4014,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-08,0.0,75
4015,4015,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-09,0.01,72
4016,4016,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-10,1.9,72
4017,4017,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-11,1.09,76
4018,4018,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-12,0.03,76
4019,4019,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-13,0.0,76
4020,4020,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-14,0.05,76
4021,4021,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-15,0.0,76
4022,4022,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-16,0.07,75
4023,4023,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-17,0.0,77
4024,4024,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-18,0.0,77
4025,4025,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-19,0.0,74
4026,4026,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-20,0.0,73
4027,4027,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-21,0.57,73
4028,4028,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-22,0.0,76
4029,4029,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-23,0.0,77
4030,4030,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-24,0.0,78
4031,4031,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-25,0.0,77
4032,4032,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-26,0.0,84
4033,4033,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-27,0.0,76
4034,4034,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-28,0.0,73
4035,4035,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-29,0.05,72
4036,4036,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-30,0.04,76
4037,4037,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-08-31,0.0,83
4038,4038,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-01,0.03,76
4039,4039,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-02,0.01,76
4040,4040,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-03,0.0,78
4041,4041,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-04,0.16,75
4042,4042,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-05,0.0,71
4043,4043,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-06,0.0,73
4044,4044,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-07,0.55,73
4045,4045,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-08,0.1,77
4046,4046,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-09,0.05,76
4047,4047,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-10,0.0,76
4048,4048,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-11,0.03,76
4049,4049,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-12,0.0,75
4050,4050,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-13,0.51,74
4051,4051,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-14,0.18,76
4052,4052,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-15,0.2,78
4053,4053,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-16,0.0,78
4054,4054,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-17,0.05,77
4055,4055,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-18,0.06,78
4056,4056,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-19,0.06,77
4057,4057,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-20,0.01,76
4058,4058,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-21,0.02,84
4059,4059,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-22,0.07,77
4060,4060,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-23,0.03,77
4061,4061,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-24,0.1,77
4062,4062,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-25,0.09,75
4063,4063,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-26,0.05,75
4064,4064,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-27,0.0,77
4065,4065,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-28,0.0,78
4066,4066,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-29,0.08,79
4067,4067,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-09-30,0.06,76
4068,4068,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-01,0.0,77
4069,4069,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-02,0.0,77
4070,4070,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-03,0.0,77
4071,4071,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-04,0.01,76
4072,4072,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-05,0.01,73
4073,4073,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-06,0.33,76
4074,4074,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-07,0.0,75
4075,4075,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-08,0.04,76
4076,4076,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-09,0.05,76
4077,4077,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-10,0.15,72
4078,4078,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-11,0.17,72
4079,4079,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-12,0.63,76
4080,4080,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-13,0.0,78
4081,4081,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-14,0.16,73
4082,4082,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-15,0.02,71
4083,4083,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-16,0.27,71
4084,4084,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-17,0.0,73
4085,4085,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-18,0.02,73
4086,4086,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-19,0.0,71
4087,4087,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-20,0.0,72
4088,4088,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-21,0.0,69
4089,4089,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-22,0.0,71
4090,4090,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-23,0.0,72
4091,4091,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-24,0.02,73
4092,4092,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-25,0.11,72
4093,4093,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-26,0.0,75
4094,4094,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-27,0.0,72
4095,4095,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-28,0.7,72
4096,4096,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-29,0.02,76
4097,4097,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-30,0.0,73
4098,4098,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-10-31,0.07,73
4099,4099,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-01,0.0,76
4100,4100,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-02,0.09,73
4101,4101,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-03,0.0,77
4102,4102,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-04,0.12,75
4103,4103,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-05,0.01,72
4104,4104,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-06,0.27,71
4105,4105,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-07,0.16,69
4106,4106,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-08,0.04,73
4107,4107,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-09,0.76,74
4108,4108,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-10,3.03,74
4109,4109,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-11,0.27,76
4110,4110,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-12,0.26,65
4111,4111,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-13,0.12,65
4112,4112,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-14,0.0,71
4113,4113,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-15,0.76,72
4114,4114,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-16,0.01,76
4115,4115,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-17,0.0,73
4116,4116,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-18,0.06,76
4117,4117,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-19,0.0,70
4118,4118,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-20,0.0,71
4119,4119,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-21,0.0,72
4120,4120,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-22,0.0,70
4121,4121,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-23,0.1,74
4122,4122,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-24,0.02,67
4123,4123,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-25,0.0,74
4124,4124,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-26,0.0,74
4125,4125,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-27,0.0,70
4126,4126,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-28,0.02,72
4127,4127,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-29,0.13,73
4128,4128,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-11-30,0.73,77
4129,4129,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-12-01,0.0,76
4130,4130,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-12-02,0.93,70
4131,4131,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-12-03,0.8,71
4132,4132,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-12-04,0.0,69
4133,4133,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-12-05,0.0,67
4134,4134,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-12-06,0.0,69
4135,4135,True,USC00513117,"KANEOHE 838.1, HI US",21.4234,-157.8015,14.6,2013-12-07,0.0,71
